dataset,location,year,month,day,date,data_quality,max_temp_c,max_temp_flag,min_temp_c,min_temp_flag,mean_temp_c,mean_temp_flag,heat_deg_days_c,heat_deg_days_flag,cool_deg_days_c,cool_deg_days_flag,total_rain_mm,total_rain_flag,total_snow_cm,total_snow_flag,total_precip_mm,total_precip_flag,snow_on_grnd_cm,snow_on_grnd_flag,dir_of_max_gust_10s_deg,dir_of_max_gust_flag,spd_of_max_gust_km_h,spd_of_max_gust_flag,season,lessons,promotion
ec_climate_daily,LA MACAZA QC 5599,2016,1,4,2016-01-04,NA,-14,NA,-25,NA,-19.5,NA,37.5,NA,0,NA,0,NA,0,NA,0,NA,48,NA,NA,NA,NA,NA,3,8,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,5,2016-01-05,NA,-9,NA,-32,NA,-20.5,NA,38.5,NA,0,NA,0,NA,0,NA,0,NA,48,NA,NA,NA,NA,NA,3,2,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,6,2016-01-06,NA,-3,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,42,NA,NA,NA,NA,NA,3,6,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,7,2016-01-07,NA,-1,NA,-5,NA,-3,NA,21,NA,0,NA,0,NA,0,NA,0,NA,40,NA,NA,NA,NA,NA,3,17,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,8,2016-01-08,NA,NA,M,-11,NA,NA,M,NA,M,NA,M,0,NA,2,NA,2,NA,40,NA,NA,NA,NA,NA,3,20,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,9,2016-01-09,NA,NA,M,NA,M,NA,M,NA,M,NA,M,6.2,NA,0,NA,6.2,NA,40,NA,NA,NA,NA,NA,3,20,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,10,2016-01-10,NA,5,NA,0,NA,2.5,NA,15.5,NA,0,NA,15,NA,1,NA,16,NA,30,NA,NA,NA,NA,NA,3,18,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,11,2016-01-11,NA,-11,NA,-15,NA,-13,NA,31,NA,0,NA,0,NA,0,NA,0,NA,22,NA,NA,NA,NA,NA,3,11,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,12,2016-01-12,NA,-7,NA,NA,M,NA,M,NA,M,NA,M,0,NA,6,NA,6,NA,22,NA,NA,NA,NA,NA,3,11,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,13,2016-01-13,NA,NA,M,-18,NA,NA,M,NA,M,NA,M,0,NA,0,T,0,T,28,NA,NA,NA,NA,NA,3,4,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,14,2016-01-14,NA,-9,NA,-26,NA,-17.5,NA,35.5,NA,0,NA,0,NA,1,NA,1,NA,28,NA,NA,NA,NA,NA,3,8,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,15,2016-01-15,NA,-7,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,T,0,T,26,NA,NA,NA,NA,NA,3,8,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,16,2016-01-16,NA,-3,NA,-12,NA,-7.5,NA,25.5,NA,0,NA,0,NA,3,NA,3,NA,26,NA,NA,NA,NA,NA,3,18,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,17,2016-01-17,NA,-8,NA,-23,NA,-15.5,NA,33.5,NA,0,NA,0,NA,6,NA,6,NA,26,NA,NA,NA,NA,NA,3,13,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,18,2016-01-18,NA,-9,NA,-14,NA,-11.5,NA,29.5,NA,0,NA,0,NA,4,NA,4,NA,34,NA,NA,NA,NA,NA,3,10,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,19,2016-01-19,NA,-8,NA,-19,NA,-13.5,NA,31.5,NA,0,NA,0,NA,0,T,0,T,36,NA,NA,NA,NA,NA,3,10,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,20,2016-01-20,NA,-5,NA,-14,NA,-9.5,NA,27.5,NA,0,NA,0,NA,0,NA,0,NA,36,NA,NA,NA,NA,NA,3,12,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,21,2016-01-21,NA,NA,M,-20,NA,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,35,NA,NA,NA,NA,NA,3,12,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,22,2016-01-22,NA,-3,NA,-19,NA,-11,NA,29,NA,0,NA,0,NA,0,NA,0,NA,32,NA,NA,NA,NA,NA,3,20,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,23,2016-01-23,NA,NA,M,NA,M,NA,M,NA,M,NA,M,0,NA,0,E,0,E,32,NA,NA,NA,NA,NA,3,12,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,24,2016-01-24,NA,-4,NA,-24,NA,-14,NA,32,NA,0,NA,0,NA,0,NA,0,NA,30,NA,NA,NA,NA,NA,3,17,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,25,2016-01-25,NA,-1,NA,-9,NA,-5,NA,23,NA,0,NA,0,NA,1,NA,1,NA,30,NA,NA,NA,NA,NA,3,13,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,26,2016-01-26,NA,2,NA,-5,NA,-1.5,NA,19.5,NA,0,NA,0,NA,2,NA,2,NA,30,NA,NA,NA,NA,NA,3,2,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,27,2016-01-27,NA,NA,M,NA,M,NA,M,NA,M,NA,M,0,NA,NA,M,NA,M,30,NA,NA,NA,NA,NA,3,8,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,28,2016-01-28,NA,-2,NA,NA,M,NA,M,NA,M,NA,M,0,NA,12,NA,12,NA,NA,M,NA,NA,NA,NA,3,6,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,29,2016-01-29,NA,1,NA,-3,NA,-1,NA,19,NA,0,NA,0,NA,0,T,0,T,42,NA,NA,NA,NA,NA,3,17,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,30,2016-01-30,NA,-2,NA,-10,NA,-6,NA,24,NA,0,NA,0,NA,0,NA,0,NA,42,NA,NA,NA,NA,NA,3,17,0
ec_climate_daily,LA MACAZA QC 5599,2016,1,31,2016-01-31,NA,5,NA,-7,NA,-1,NA,19,NA,0,NA,17.2,NA,0,NA,17.2,NA,40,NA,NA,NA,NA,NA,3,17,0
ec_climate_daily,LA MACAZA QC 5599,2016,2,1,2016-02-01,NA,3,NA,-2,NA,0.5,NA,17.5,NA,0,NA,0,NA,1,NA,1,NA,30,NA,NA,NA,NA,NA,3,11,0
ec_climate_daily,LA MACAZA QC 5599,2016,2,2,2016-02-02,NA,-2,NA,-15,NA,-8.5,NA,26.5,NA,0,NA,0,NA,8,NA,8,NA,28,NA,NA,NA,NA,NA,3,5,0
ec_climate_daily,LA MACAZA QC 5599,2016,2,3,2016-02-03,NA,6,NA,-13,NA,-3.5,NA,21.5,NA,0,NA,3.2,NA,0,NA,3.2,NA,38,NA,NA,NA,NA,NA,3,9,0
ec_climate_daily,LA MACAZA QC 5599,2016,2,4,2016-02-04,NA,2,NA,-3,NA,-0.5,NA,18.5,NA,0,NA,0,NA,0,NA,0,NA,34,NA,NA,NA,NA,NA,3,8,0
ec_climate_daily,LA MACAZA QC 5599,2016,2,5,2016-02-05,NA,-2,NA,-17,NA,-9.5,NA,27.5,NA,0,NA,0,NA,0,T,0,T,32,NA,NA,NA,NA,NA,3,20,0
ec_climate_daily,LA MACAZA QC 5599,2016,2,6,2016-02-06,NA,-2,NA,-15,NA,-8.5,NA,26.5,NA,0,NA,0,NA,3,NA,3,NA,32,NA,NA,NA,NA,NA,3,20,0
ec_climate_daily,LA MACAZA QC 5599,2016,2,7,2016-02-07,NA,-5,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,36,NA,NA,NA,NA,NA,3,20,0
ec_climate_daily,LA MACAZA QC 5599,2016,2,8,2016-02-08,NA,-4,NA,NA,M,NA,M,NA,M,NA,M,0,NA,1,NA,1,NA,36,NA,NA,NA,NA,NA,3,11,0
ec_climate_daily,LA MACAZA QC 5599,2016,2,9,2016-02-09,NA,-5,NA,-9,NA,-7,NA,25,NA,0,NA,0,NA,1,NA,1,NA,36,NA,NA,NA,NA,NA,3,9,0
ec_climate_daily,LA MACAZA QC 5599,2016,2,10,2016-02-10,NA,-5,NA,-14,NA,-9.5,NA,27.5,NA,0,NA,0,NA,2,NA,2,NA,36,NA,NA,NA,NA,NA,3,8,0
ec_climate_daily,LA MACAZA QC 5599,2016,2,11,2016-02-11,NA,-17,NA,-20,NA,-18.5,NA,36.5,NA,0,NA,0,NA,1,NA,1,NA,38,NA,NA,NA,NA,NA,3,9,0
ec_climate_daily,LA MACAZA QC 5599,2016,2,12,2016-02-12,NA,-11,NA,NA,M,NA,M,NA,M,NA,M,0,NA,3,NA,3,NA,38,NA,NA,NA,NA,NA,3,19,0
ec_climate_daily,LA MACAZA QC 5599,2016,2,13,2016-02-13,NA,NA,M,NA,M,NA,M,NA,M,NA,M,0,NA,0,E,0,E,42,NA,NA,NA,NA,NA,3,9,0
ec_climate_daily,LA MACAZA QC 5599,2016,2,14,2016-02-14,NA,-18,NA,-39,NA,-28.5,NA,46.5,NA,0,NA,0,NA,0,NA,0,NA,42,NA,NA,NA,NA,NA,3,1,0
ec_climate_daily,LA MACAZA QC 5599,2016,2,15,2016-02-15,NA,-6,NA,-35,NA,-20.5,NA,38.5,NA,0,NA,NA,M,0,T,NA,M,42,NA,NA,NA,NA,NA,3,7,0
ec_climate_daily,LA MACAZA QC 5599,2016,2,16,2016-02-16,NA,-5,NA,NA,M,NA,M,NA,M,NA,M,0,NA,34,NA,34,NA,42,NA,NA,NA,NA,NA,3,10,0
ec_climate_daily,LA MACAZA QC 5599,2016,2,17,2016-02-17,NA,-1,NA,NA,M,NA,M,NA,M,NA,M,0,NA,1,NA,1,NA,76,NA,NA,NA,NA,NA,3,5,0
ec_climate_daily,LA MACAZA QC 5599,2016,2,18,2016-02-18,NA,-6,NA,-27,NA,-16.5,NA,34.5,NA,0,NA,0,NA,0,NA,0,NA,76,NA,NA,NA,NA,NA,3,13,0
ec_climate_daily,LA MACAZA QC 5599,2016,2,19,2016-02-19,NA,-1,NA,-30,NA,-15.5,NA,33.5,NA,0,NA,0,NA,15,NA,15,NA,72,NA,NA,NA,NA,NA,3,13,0
ec_climate_daily,LA MACAZA QC 5599,2016,2,20,2016-02-20,NA,2,NA,NA,M,NA,M,NA,M,NA,M,4.2,NA,0,T,4.2,NA,84,NA,NA,NA,NA,NA,3,12,0
ec_climate_daily,LA MACAZA QC 5599,2016,2,21,2016-02-21,NA,-1,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,T,0,T,78,NA,NA,NA,NA,NA,3,13,0
ec_climate_daily,LA MACAZA QC 5599,2016,2,22,2016-02-22,NA,NA,M,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,78,NA,NA,NA,NA,NA,3,21,1
ec_climate_daily,LA MACAZA QC 5599,2016,2,23,2016-02-23,NA,-3,NA,-30,NA,-16.5,NA,34.5,NA,0,NA,0,NA,0,NA,0,NA,72,NA,NA,NA,NA,NA,3,14,1
ec_climate_daily,LA MACAZA QC 5599,2016,2,24,2016-02-24,NA,2,NA,-9,NA,-3.5,NA,21.5,NA,0,NA,21.2,NA,NA,M,NA,M,72,NA,NA,NA,NA,NA,3,18,1
ec_climate_daily,LA MACAZA QC 5599,2016,2,25,2016-02-25,NA,1,NA,-4,NA,-1.5,NA,19.5,NA,0,NA,0,T,4,NA,4,NA,80,NA,NA,NA,NA,NA,3,24,1
ec_climate_daily,LA MACAZA QC 5599,2016,2,26,2016-02-26,NA,-9,NA,-19,NA,-14,NA,32,NA,0,NA,0,NA,0,NA,0,NA,86,NA,NA,NA,NA,NA,3,30,1
ec_climate_daily,LA MACAZA QC 5599,2016,2,27,2016-02-27,NA,0,NA,-27,NA,-13.5,NA,31.5,NA,0,NA,0,NA,2,NA,2,NA,86,NA,NA,NA,NA,NA,3,30,1
ec_climate_daily,LA MACAZA QC 5599,2016,2,28,2016-02-28,NA,-5,NA,-11,NA,-8,NA,26,NA,0,NA,0,NA,14,NA,14,NA,84,NA,NA,NA,NA,NA,3,24,1
ec_climate_daily,LA MACAZA QC 5599,2016,2,29,2016-02-29,NA,NA,M,-10,NA,NA,M,NA,M,NA,M,0,NA,NA,M,NA,M,96,NA,NA,NA,NA,NA,3,21,1
ec_climate_daily,LA MACAZA QC 5599,2016,3,1,2016-03-01,NA,-10,NA,NA,M,NA,M,NA,M,NA,M,0,NA,20,NA,20,NA,NA,M,NA,NA,NA,NA,3,21,1
ec_climate_daily,LA MACAZA QC 5599,2016,3,2,2016-03-02,NA,-11,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,T,0,T,114,NA,NA,NA,NA,NA,3,23,1
ec_climate_daily,LA MACAZA QC 5599,2016,3,3,2016-03-03,NA,-11,NA,-35,NA,-23,NA,41,NA,0,NA,0,NA,0,NA,0,NA,114,NA,NA,NA,NA,NA,3,12,1
ec_climate_daily,LA MACAZA QC 5599,2016,3,4,2016-03-04,NA,-3,NA,-35,NA,-19,NA,37,NA,0,NA,0,NA,0,NA,0,NA,114,NA,NA,NA,NA,NA,3,18,1
ec_climate_daily,LA MACAZA QC 5599,2016,3,5,2016-03-05,NA,1,NA,-27,NA,-13,NA,31,NA,0,NA,0,NA,0,NA,0,NA,100,NA,NA,NA,NA,NA,3,21,1
ec_climate_daily,LA MACAZA QC 5599,2016,3,6,2016-03-06,NA,3,NA,-20,NA,-8.5,NA,26.5,NA,0,NA,0,T,2,NA,2,NA,96,NA,NA,NA,NA,NA,3,30,1
ec_climate_daily,LA MACAZA QC 5599,2016,3,7,2016-03-07,NA,4,NA,NA,M,NA,M,NA,M,NA,M,1.2,NA,NA,M,NA,M,92,NA,NA,NA,NA,NA,3,12,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,8,2016-03-08,NA,4,NA,-1,NA,1.5,NA,16.5,NA,0,NA,7,NA,0,NA,7,NA,92,NA,NA,NA,NA,NA,3,7,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,9,2016-03-09,NA,10,NA,0,NA,5,NA,13,NA,0,NA,11.6,NA,0,NA,11.6,NA,92,NA,NA,NA,NA,NA,3,9,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,10,2016-03-10,NA,NA,M,1,NA,NA,M,NA,M,NA,M,0,T,0,E,0,T,84,NA,NA,NA,NA,NA,3,10,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,11,2016-03-11,NA,5,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,NA,M,NA,NA,NA,NA,3,18,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,12,2016-03-12,NA,11,NA,-9,NA,1,NA,17,NA,0,NA,0,NA,0,NA,0,NA,76,NA,NA,NA,NA,NA,3,14,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,13,2016-03-13,NA,9,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,72,NA,NA,NA,NA,NA,3,20,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,14,2016-03-14,NA,4,NA,NA,M,NA,M,NA,M,NA,M,4.4,NA,0,NA,4.4,NA,68,NA,NA,NA,NA,NA,3,13,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,15,2016-03-15,NA,4,NA,0,NA,2,NA,16,NA,0,NA,3.8,NA,0,NA,3.8,NA,64,NA,NA,NA,NA,NA,3,10,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,16,2016-03-16,NA,9,NA,0,NA,4.5,NA,13.5,NA,0,NA,6.4,NA,0,NA,6.4,NA,62,NA,NA,NA,NA,NA,3,6,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,17,2016-03-17,NA,10,NA,0,NA,5,NA,13,NA,0,NA,0,NA,0,T,0,T,52,NA,NA,NA,NA,NA,3,10,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,18,2016-03-18,NA,0,NA,-7,NA,-3.5,NA,21.5,NA,0,NA,0,NA,0,NA,0,NA,50,NA,NA,NA,NA,NA,3,12,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,19,2016-03-19,NA,-1,NA,-15,NA,-8,NA,26,NA,0,NA,0,NA,0,NA,0,NA,48,NA,NA,NA,NA,NA,3,20,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,20,2016-03-20,NA,NA,M,-19,NA,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,46,NA,NA,NA,NA,NA,3,20,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,21,2016-03-21,NA,3,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,NA,M,NA,NA,NA,NA,3,9,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,22,2016-03-22,NA,NA,M,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,44,NA,NA,NA,NA,NA,3,9,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,23,2016-03-23,NA,1,NA,-7,NA,-3,NA,21,NA,0,NA,0,NA,0,NA,0,NA,42,NA,NA,NA,NA,NA,3,11,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,24,2016-03-24,NA,-1,NA,-8,NA,-4.5,NA,22.5,NA,0,NA,0,NA,9,NA,9,NA,42,NA,NA,NA,NA,NA,3,8,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,25,2016-03-25,NA,0,NA,-7,NA,-3.5,NA,21.5,NA,0,NA,0,NA,0,NA,0,NA,48,NA,NA,NA,NA,NA,3,18,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,26,2016-03-26,NA,7,NA,-15,NA,-4,NA,22,NA,0,NA,0,NA,0,NA,0,NA,44,NA,NA,NA,NA,NA,3,14,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,27,2016-03-27,NA,13,NA,-11,NA,1,NA,17,NA,0,NA,5.1,E,0,NA,5.1,E,42,NA,NA,NA,NA,NA,3,16,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,28,2016-03-28,NA,5,NA,-3,NA,1,NA,17,NA,0,NA,26.9,E,0,T,26.9,E,36,NA,NA,NA,NA,NA,3,9,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,29,2016-03-29,NA,5,NA,-5,NA,0,NA,18,NA,0,NA,0,NA,0,NA,0,NA,36,NA,NA,NA,NA,NA,3,15,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,30,2016-03-30,NA,9,NA,-11,NA,-1,NA,19,NA,0,NA,10,NA,0,NA,10,NA,34,NA,NA,NA,NA,NA,3,11,0
ec_climate_daily,LA MACAZA QC 5599,2016,3,31,2016-03-31,NA,11,NA,1,NA,6,NA,12,NA,0,NA,23.4,NA,0,NA,23.4,NA,32,NA,NA,NA,NA,NA,3,10,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,1,2016-04-01,NA,12,NA,2,NA,7,NA,11,NA,0,NA,0.4,NA,0,NA,0.4,NA,22,NA,NA,NA,NA,NA,3,9,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,2,2016-04-02,NA,5,NA,-2,NA,1.5,NA,16.5,NA,0,NA,3.6,NA,0,NA,3.6,NA,22,NA,NA,NA,NA,NA,3,20,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,3,2016-04-03,NA,NA,M,-13,NA,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,20,NA,NA,NA,NA,NA,3,20,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,4,2016-04-04,NA,-2,NA,-18,NA,-10,NA,28,NA,0,NA,0,NA,0,NA,0,NA,18,NA,NA,NA,NA,NA,3,13,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,5,2016-04-05,NA,-2,NA,-19,NA,-10.5,NA,28.5,NA,0,NA,0,NA,0,NA,0,NA,18,NA,NA,NA,NA,NA,3,14,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,6,2016-04-06,NA,1,NA,-14,NA,-6.5,NA,24.5,NA,0,NA,0,T,13,NA,13,NA,18,NA,NA,NA,NA,NA,3,11,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,7,2016-04-07,NA,5,NA,-3,NA,1,NA,17,NA,0,NA,17,NA,0,T,17,NA,32,NA,NA,NA,NA,NA,3,14,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,8,2016-04-08,NA,0,NA,-5,NA,-2.5,NA,20.5,NA,0,NA,0,T,2,NA,2,NA,22,NA,NA,NA,NA,NA,3,12,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,9,2016-04-09,NA,-1,NA,-12,NA,-6.5,NA,24.5,NA,0,NA,0,NA,0,NA,0,NA,24,NA,NA,NA,NA,NA,3,20,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,10,2016-04-10,NA,3,NA,-19,NA,-8,NA,26,NA,0,NA,0,NA,1,NA,1,NA,22,NA,NA,NA,NA,NA,3,13,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,11,2016-04-11,NA,3,NA,-6,NA,-1.5,NA,19.5,NA,0,NA,1,NA,2,NA,3,NA,18,NA,NA,NA,NA,NA,3,12,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,12,2016-04-12,NA,6,NA,-1,NA,2.5,NA,15.5,NA,0,NA,0,NA,0,NA,0,NA,18,NA,NA,NA,NA,NA,3,8,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,13,2016-04-13,NA,6,NA,-9,NA,-1.5,NA,19.5,NA,0,NA,0,NA,0,NA,0,NA,16,NA,NA,NA,NA,NA,3,8,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,14,2016-04-14,NA,NA,M,NA,M,NA,M,NA,M,NA,M,NA,M,0,NA,NA,M,12,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,15,2016-04-15,NA,NA,M,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,6,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,16,2016-04-16,NA,17,NA,-4,NA,6.5,NA,11.5,NA,0,NA,0,NA,0,NA,0,NA,6,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,17,2016-04-17,NA,NA,M,-5,NA,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,6,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,18,2016-04-18,NA,6,NA,2,NA,4,NA,14,NA,0,NA,9,NA,0,NA,9,NA,4,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,19,2016-04-19,NA,12,NA,-3,NA,4.5,NA,13.5,NA,0,NA,0,NA,0,NA,0,NA,2,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,20,2016-04-20,NA,15,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,21,2016-04-21,NA,20,NA,-5,NA,7.5,NA,10.5,NA,0,NA,9,NA,0,NA,9,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,22,2016-04-22,NA,11,NA,4,NA,7.5,NA,10.5,NA,0,NA,6.4,NA,0,NA,6.4,NA,0,T,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,23,2016-04-23,NA,9,NA,-3,NA,3,NA,15,NA,0,NA,0,NA,0,NA,0,NA,NA,M,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,24,2016-04-24,NA,NA,M,-7,NA,NA,M,NA,M,NA,M,NA,M,0,E,NA,M,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,25,2016-04-25,NA,7,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,NA,M,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,26,2016-04-26,NA,10,NA,-4,NA,3,NA,15,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,27,2016-04-27,NA,5,NA,-7,NA,-1,NA,19,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,28,2016-04-28,NA,8,NA,-5,NA,1.5,NA,16.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,29,2016-04-29,NA,13,NA,-8,NA,2.5,NA,15.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,4,30,2016-04-30,NA,16,NA,-5,NA,5.5,NA,12.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,5,1,2016-05-01,NA,15,NA,-3,NA,6,NA,12,NA,0,NA,4,NA,0,NA,4,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,5,2,2016-05-02,NA,9,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,5,3,2016-05-03,NA,18,NA,-2,NA,8,NA,10,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,5,4,2016-05-04,NA,NA,M,-2,NA,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,5,5,2016-05-05,NA,20,NA,2,NA,11,NA,7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,5,6,2016-05-06,NA,24,NA,-3,NA,10.5,NA,7.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,5,7,2016-05-07,NA,22,NA,3,NA,12.5,NA,5.5,NA,0,NA,NA,M,1,NA,NA,M,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,5,8,2016-05-08,NA,6,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,5,9,2016-05-09,NA,10,NA,-2,NA,4,NA,14,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,5,10,2016-05-10,NA,19,NA,-4,NA,7.5,NA,10.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,5,11,2016-05-11,NA,23,NA,-2,NA,10.5,NA,7.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2016,5,12,2016-05-12,NA,27,NA,5,NA,16,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
